Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Krankenhaus Marienstift gGmbH, 5 stars ,3 years ago,7,"(Translated by Google) Was in surgery. Boss very nice and competent.
The C3 station with the staff is also very nice.
I'd like to write - I'd love to do it again - but I'd rather not do that.

(Original)
War in der Chirugie. Chef sehr nett und kompetent.
Die Station C3 mit dem Personal ist auch sehr nett.
Ich würde ja schreiben - gerne wieder - aber das lasse ich dann doch lieber."
Krankenhaus Marienstift gGmbH, 1 star ,2 years ago,1,"(Translated by Google) Scary, never again !!!

(Original)
Grauselig, nie wieder!!!"
Krankenhaus Marienstift gGmbH, 1 star ,2 years ago,4,"(Translated by Google) That's nothing here!

Unfriendly, incompetent and just crap at all.

My vegetarian meal was 2 times with meat in 3 days.
Most of the sisters are not friendly and lazy!
When I wanted a painkiller that night to finally get some sleep, it said to me: ""Yes, get up then come and pick it up in the nurses' room""
The list could go on for a long time!
Only one great sister was there, but she was also really great. But it couldn't tear it either.
Thanks for nothing!

(Original)
Das ist hier mal gar nichts!

Unfreundlich, unfähig und überhaupt einfach nur Mist.

Mein vegetarisches Essen war 2 mal mit Fleisch in 3 Tagen.
Die Schwestern sind überwiegend nicht freundlich und faul!
Als ich in der nacht ein Schmerzmittel wollte um endlich Schlaf zu finden hieß es zu mir: „ja dann stehen sie auf kommen sich das mal im schwesternzimmer abholen“
Die Liste könnte noch lange so weitergehen!
Nur eine tolle Schwester dabei gewesen, die war aber auch echt top. Die konnte es aber auch nicht reißen.
Danke für nichts!"
Krankenhaus Marienstift gGmbH, 4 stars ,2 years ago,1,"(Translated by Google) Doctors and all the staff are extremely nice and courteous. The hand op with Dr. Benatar was positive as hoped and expected. I was only a little disappointed with the food. I couldn't choose lunch because of the date of the operation, it doesn't matter. But instead of the announced menu 1 (fish) came omelets and rice. For breakfast the announced jam was missing, I got it from my sister on request. And the coffee was cold. And according to which criteria are the rolls distributed? I would also like to have one with grains.

(Original)
Ärzte und das ganze Personal sind ausgesprochen nett und zuvorkommend. Die Hand-Op bei Dr. Benatar verlief positiv wie erhofft und erwartet. Nur vom Essen war ich etwas enttäuscht. Mittagessen konnte ich wegen OP-Termin nicht aussuchen, macht ja auch nichts. Aber anstatt des angekündigten Menue 1 (Fisch) kamen Omelette und Reis. Zum Frühstück fehlte die angekündigte Marmelade, habe ich auf Nachfrage dann noch von der Schwester bekommen. Und der Kaffee war kalt. Und nach welchen Kriterien werden die Brötchen verteilt? Ich hätte auch gerne eins mit Körnern gehabt."
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,"(Translated by Google) Great, doctors and nurses all courteous, friendly

(Original)
Super , Ärzte und Schwestern alle zuvorkommend, freundlich"
Krankenhaus Marienstift gGmbH, 5 stars ,4 years ago,2,"(Translated by Google) The food is simply said: ""Spectacular""

(Original)
Die Verpflegung ist einfach gesagt:,,Spektakulär"""
Krankenhaus Marienstift gGmbH, 5 stars ,4 years ago,4,"(Translated by Google) Everything was ok as always.

(Original)
War wie immer alles in Ordnung."
Krankenhaus Marienstift gGmbH, 4 stars ,5 years ago,0,
Krankenhaus Marienstift gGmbH, 2 stars ,5 years ago,0,
Krankenhaus Marienstift gGmbH, 1 star ,a month ago,0,
Krankenhaus Marienstift gGmbH, 1 star ,4 months ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,7 months ago,0,
Krankenhaus Marienstift gGmbH, 2 stars ,4 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,6 months ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,3 years ago,0,
Krankenhaus Marienstift gGmbH, 3 stars ,2 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,3 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,5 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,4 months ago,0,
Krankenhaus Marienstift gGmbH, 1 star ,4 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 months ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 4 stars ,3 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,4 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,3 weeks ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,5 months ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,6 years ago,0,
Krankenhaus Marienstift gGmbH, 1 star ,3 years ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,a year ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,3 weeks ago,0,
Krankenhaus Marienstift gGmbH, 5 stars ,2 years ago,0,
Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Herzogin Elisabeth Hospital, 5 stars ,2 weeks ago,0,"(Translated by Google) Everything was well organized in advance and was implemented accordingly well. I can’t imagine a better way of doing things and being placed in a hospital. From the doctors to the nurses to the cleaning staff, there is a consistently good, friendly and great mood / atmosphere. This is how it should be, although everyday life is certainly anything but relaxed and calm! The rooms, the food, technology, service, etc. everything was just great and contemporary. I felt safe and secure at all times! HEH really strong!

(Original)
Es war alles im Vorfeld super organisiert und wurde dementsprechend gut umgesetzt. Ich kann es mir vom Ablauf und der Unterbringung in einem Krankenhaus nicht besser vorstellen. Von den Ärzten, über die Pfleger/Schwestern bis zur Reinigungskraft kommt eine durchweg gute, freundliche und tolle Stimmung/Atmosphäre rüber. So sollte das sein, wobei der Alltag sicherlich alles andere als Entspannt und ruhig ist! Die Zimmer, das Essen, Technik, Service etc. alles einfach top und zeitgemäß. Ich fühlte mich zu jeder Zeit sicher und geborgen! HEH wirklich stark!"
Herzogin Elisabeth Hospital, 4 stars ,a year ago,1,"(Translated by Google) Great hospital, but I'd rather be healthy. Was even here for a visit, can't judge the doctors etc.

(Original)
Tolles Krankenhaus,  trotzdem bin ich lieber gesund. War auch nur zu Besuch hier, kann die Ärzte usw. nicht beurteilen"
Herzogin Elisabeth Hospital, 5 stars ,3 weeks ago,0,"(Translated by Google) Very nice hospital, can be recommended to everyone.

(Original)
Sehr schönes Krankenhaus, kann man jedem empfehlen."
Herzogin Elisabeth Hospital, 1 star ,a month ago,0,"(Translated by Google) The emergency room is a joke. Patients are forgotten they are not admitted at all (because it was during a shift change). The nurse and the nurses visibly annoyed and unfriendly. Let my daughter wait 3 hours with pain when she was 1.5 years old, even though there were only 2 other patients. And then it was said that it would take a long time if I could come back the next day just outrageous (by a nurse).

(Original)
Die Notaufnahme ist ein Witz. Patienten werden vergessen die werden erst garnicht aufgenommen (weil es während eines schicht wechsel war). Die Pflegerin und die pfleger sichtlich genervt und unfreundlich. Meine Tochter mit 1,5 Jahren mit Schmerzen 3 stunden warten lassen obwohl nur 2 weitere Patienten da waren. Und dann wurde gesagt das es noch sehr lange dauert ob ich am nächsten Tag wieder kommen könnte einfach nur unverschämt ( von einem pfleger)."
Herzogin Elisabeth Hospital, 5 stars ,2 years ago,4,"(Translated by Google) Everything is very good. Full points!

(Original)
Alles sehr gut. Volle Punktzahl!"
Herzogin Elisabeth Hospital, 5 stars ,6 months ago,1,"(Translated by Google) Thank you for the good care in the intensive care unit. Very nice nursing staff and a very good team of doctors. At the end of August, after an outpatient operation, I spent one night in the HEH clinic in the intensive care unit. There were complications after general anesthesia. The next morning I was allowed to go home again. The only downside was that every new patient is tested for Covid19. Nevertheless, everyone was very helpful.

(Original)
Vielen Dank für die gute Betreuung auf der Intensivstation. Sehr nettes Pflegepersonal,und ein sehr gutes Ärzte Team. Habe ende August nach einer Ambulanten Operation eine Nacht in der HEH- Klinik auf der Intensivstation Verbracht. Es gab Komplikationen nach der Vollnarkose. Am nächsten Morgen durfte ich wieder nachhause. Der einzige Nachteil war das, jeder neue Patient auf Covid19 getestet wird. Trotzdem waren alle sehr Hilfsbereit."
Herzogin Elisabeth Hospital, 5 stars ,2 months ago,1,"(Translated by Google) My doctor recommended that I be admitted to the hospital. Since I have had very bad experiences with admissions in hospitals, he recommended that I go to the HEH.

In fact, the emergency room was very friendly, yet professional. I was then admitted to Ward E. The nurses, doctors and all the other employees were very friendly. Two examinations were carried out, and here too the procedure was sensitive and yet professional.

During examinations, there is no waiting for hours in the hallway, but one is brought to the examination when it actually takes place. You will be informed about all results relatively promptly.

In my opinion, food is very good. You are interviewed and have a lot of influence on what arrives on the tablet.

From my point of view: a very good clinic where I took myself seriously, treated me kindly and felt that I was in good hands overall.

(Original)
Mein Arzt empfahl mir eine Einweisung ins Krankenhaus. Da ich sehr schlechte Erfahrungen mit Aufnahmen in Krankenhäusern abe, empfahl er mir, ins HEH zu gehen.

Tatsächlich war die Notaufnahme sehr freundlich und dennoch professionel. Ich wurde dann auf die Station E aufgenommen. Schwestern, Ärztinnen und alle anderen Angestellte waren sehr freundlich. Es erfolgten zwei Untersuchungen, und auch hier war das Vorgehen einfühlsam und doch professionell.

Bei Untersuchungen gibt es kein stundenlanges warten auf dem Flur, sondern man wird zu der Untersuchung gebracht, wenn sie auch tatsächlich stattfindet. Man wird über alle Ergebnisse relativ zeitnah informiert.

Essen ist aus meiner Sicht sehr gut. Man wird interviewt und hat sehr viel Einfluss auf das, was auf dem Tablett ankommt.

Aus meiner Sicht: ein sehr gutes Klinikum, in dem ich mich ernst genommen, freundlich behandelt und insgesamt gut aufgehoben gefühlt habe."
Herzogin Elisabeth Hospital, 5 stars ,8 months ago,1,"(Translated by Google) I felt very well cared for in this hospital. All of the employees were very friendly and courteous, despite the current situation. The doctors who treated me were both extremely competent and attentive. I can only recommend this hospital to everyone.

(Original)
Ich habe mich in diesem Krankenhaus sehr gut aufgehoben gefühlt . Alle Mitarbeiter waren sehr freundlich und zuvorkommend,  trotz der augenblicklichen Situation.  Die Ärztinnen , die mich behandelt haben,  waren beide äußerst kompetent und zugewandt . Ich kann nur jedem dieses Krankenhaus empfehlen."
